PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
T2019053506,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",0.00,0.00,DONE,09-05-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-05-2019
T2019054206,CACN,Building Commercial - New,CAF02B003,"Atm, Bank",0.00,0.00,DONE,09-09-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,09-30-2019
T2019054223,CACN,Building Commercial - New,CAF02B003,"Atm, Bank",0.00,0.00,DONE,09-09-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,09-30-2019
T2019055416,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,252500.00,0.00,DONE,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,09-16-2019
T2019055436,CACF,Building Commercial - Foundation,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",0.00,0.00,DONE,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-12-2019
T2019055439,CACF,Building Commercial - Foundation,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0.00,0.00,DONE,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-12-2019
T2019055444,CACF,Building Commercial - Foundation,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0.00,0.00,DONE,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-12-2019
T2019055454,CACF,Building Commercial - Foundation,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0.00,0.00,DONE,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-12-2019
T2019055460,CACN,Building Commercial - New,CAF14R102,Hotel / Motel,6246549.60,42036.00,OPEN,09-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-01-2019
T2019056560,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",728794.88,12224.00,DONE,09-18-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2019
T2019056936,CACR,Building Commercial - Rehab,CAF18B008,"Personal Care Svcs, Dry Clean & Laundry",125000.00,0.00,DONE,09-18-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,09-18-2019
T2019057584,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,09-20-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,REVISE,Revise and Resubmit,10-02-2019
T2019057584,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,09-20-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-09-2020
T2019057608,CACN,Building Commercial - New,CAF03Z000,Automobile Parking - Surface Lot,0.00,0.00,DONE,09-20-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019058025,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019058028,CACN,Building Commercial - New,CAF14R102,Hotel / Motel,0.00,0.00,OPEN,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019058035,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019058035,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2019
T2019058039,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-08-2019
T2019058039,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019058045,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),250000.00,0.00,DONE,09-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-02-2019
T2019059551,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",0.00,0.00,DONE,09-30-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-30-2019
T2019059740,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),276906.24,4472.00,DONE,10-01-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,11-27-2019
T2019059740,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),276906.24,4472.00,DONE,10-01-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,10-02-2019
T2019060187,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,10-02-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-02-2019
T2019060528,CACN,Building Commercial - New,CAZ04A001,Mobile Food Vendors,2000.00,0.00,DONE,10-03-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-11-2019
T2019060550,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),0.00,0.00,DONE,10-03-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-03-2019
T2019060958,CACR,Building Commercial - Rehab,CAL16A101,"Theater, Motion Picture Theaters",0.00,0.00,DONE,10-07-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-18-2020
T2019060976,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,0.00,0.00,DONE,10-07-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2019060980,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",0.00,0.00,DONE,10-07-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-07-2019
T2019061253,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),695000.00,0.00,DONE,10-08-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-08-2019
T2019061264,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",0.00,0.00,DONE,10-08-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,10-14-2019
T2019061694,CARN,Building Residential - New,CAA01R301,Single Family Residence,473959.73,4893.00,DONE,10-09-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2019062916,CACR,Building Commercial - Rehab,CAF26S001,"Automobile Sales, Used",55000.00,0.00,DONE,10-15-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-16-2019
T2019063691,CACN,Building Commercial - New,CAC03A504,"Community Education, Stadiums",1.00,0.00,DONE,10-18-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-23-2020
T2019064479,CACT,Building Commercial - Tenant Finish Out,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",0.00,0.00,DONE,10-22-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-19-2020
T2019064481,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,10-22-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-19-2020
T2019064674,CACF,Building Commercial - Foundation,CAE04B016,"Medical Office, Professional Services",173907.60,13260.00,DONE,10-23-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-24-2020
T2019064831,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",0.00,0.00,DONE,10-23-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-24-2019
T2019064990,CACN,Building Commercial - New,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",0.00,0.00,DONE,10-24-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,04-17-2020
T2019066441,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,10-30-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-30-2019
T2019067491,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",0.00,0.00,DONE,11-04-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,11-04-2019
T2019067491,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",0.00,0.00,DONE,11-04-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,05-06-2020
T2019068484,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",15000.00,0.00,DONE,11-07-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,11-07-2019
T2019068632,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",16959.40,380.00,DONE,11-07-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-23-2020
T2019069148,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",50000.00,0.00,DONE,11-12-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,11-12-2019
T2019069556,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1404538.56,12456.00,DONE,11-13-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,11-14-2019
T2019069556,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1404538.56,12456.00,DONE,11-13-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,11-21-2019
T2019070192,CACA,Building Commercial - Addition,CAF21S001,"Self Service Storage, Storage Mod Hazard",0.00,0.00,DONE,11-15-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-19-2020
T2019070491,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0.00,0.00,DONE,11-18-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
T2019070645,CACF,Building Commercial - Foundation,CAF14R102,Hotel / Motel,0.00,0.00,DONE,11-18-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-19-2020
T2019071796,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),0.00,0.00,DONE,11-21-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-18-2020
T2019072661,CARN,Building Residential - New,CAA01R301,Single Family Residence,178974.34,1974.00,DONE,11-26-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2019073831,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),5000.00,0.00,DONE,12-03-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-03-2019
T2019074102,CACH,Building Commercial - Shell,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",0.00,0.00,DONE,12-04-2019,NULL,PLBSUBDIV,[J]  Subdivision Review Of Bldg App,APPROVED,Approved,12-04-2019
T2019075011,CACR,Building Commercial - Rehab,CAA05R101,Boarding House (Less Than 30 Day Stay),0.00,0.00,DONE,12-09-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-19-2020
T2019075060,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),0.00,0.00,DONE,12-09-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-17-2019
T2019075265,CACR,Building Commercial - Rehab,CAE10I001,Assisted Care Living,0.00,0.00,DONE,12-10-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-24-2020
T2019075717,CARR,Building Residential - Rehab,CAA03R301,"Multifamily, Townhome",0.00,0.00,DONE,12-11-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
T2019076779,CACG,Building Commercial - Structural Frame,CAF14R102,Hotel / Motel,0.00,0.00,DONE,12-16-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,12-31-2019
T2019076779,CACG,Building Commercial - Structural Frame,CAF14R102,Hotel / Motel,0.00,0.00,DONE,12-16-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
T2019078131,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,112312.05,997.00,DONE,12-23-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-30-2019
T2019078978,CACR,Building Commercial - Rehab,CAB10A305,"Religious Institution, Worship Space",125000.00,0.00,DONE,12-30-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-30-2019
T2019078994,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",571555.37,4491.00,DONE,12-30-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,01-30-2020
T2019079275,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),0.00,0.00,DONE,12-31-2019,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-31-2019
T2020000075,CACT,Building Commercial - Tenant Finish Out,CAF31A203,Restaurant (Take Out),2000.00,0.00,DONE,01-02-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-25-2020
T2020000105,CACN,Building Commercial - New,CAD02B016,"General Office, Professional Services",0.00,0.00,DONE,01-02-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-18-2020
T2020000386,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),0.00,0.00,DONE,01-03-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2020000856,CACT,Building Commercial - Tenant Finish Out,CAF06A204,"Bar Or Nightclub, Tavern And Bars",0.00,0.00,DONE,01-06-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2020001042,CARN,Building Residential - New,CAA01R301,Single Family Residence,182383.68,1994.00,DONE,01-07-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-24-2020
T2020001075,CARN,Building Residential - New,CAA01R301,Single Family Residence,252891.83,2635.00,DONE,01-07-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-24-2020
T2020001079,CARN,Building Residential - New,CAA01R301,Single Family Residence,239682.46,2464.00,DONE,01-07-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2020001581,CACF,Building Commercial - Foundation,CAD02B016,"General Office, Professional Services",41312.85,5786.00,DONE,01-09-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-18-2020
T2020001773,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",2000.00,0.00,DONE,01-09-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,01-31-2020
T2020002306,CACT,Building Commercial - Tenant Finish Out,CAF06A204,"Bar Or Nightclub, Tavern And Bars",0.00,0.00,DONE,01-13-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-13-2020
T2020003111,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),750000.00,0.00,DONE,01-15-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,01-15-2020
T2020003332,CACG,Building Commercial - Structural Frame,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",32940937.75,463615.00,DONE,01-16-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,04-03-2020
T2020003332,CACG,Building Commercial - Structural Frame,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",32940937.75,463615.00,DONE,01-16-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-19-2020
T2020003425,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",4044.27,26.27,DONE,01-16-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-28-2020
T2020003520,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",0.00,0.00,DONE,01-16-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-19-2020
T2020003751,CACF,Building Commercial - Foundation,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,OPEN,01-17-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
T2020003755,CACF,Building Commercial - Foundation,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,OPEN,01-17-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
T2020003844,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,67590.00,600.00,DONE,01-17-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-17-2020
T2020005336,CACR,Building Commercial - Rehab,CAF18B011,"Personal Care Svcs,  Fitness Studio",0.00,0.00,DONE,01-24-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-24-2020
T2020005980,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,150000.00,0.00,DONE,01-28-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-29-2020
T2020006745,CACN,Building Commercial - New,CAF05M004,Automotive Service,0.00,0.00,DONE,01-30-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-19-2020
T2020007177,CARN,Building Residential - New,CAA01R301,Single Family Residence,191460.00,0.00,DONE,02-03-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-23-2020
T2020007234,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),0.00,0.00,DONE,02-03-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
T2020007234,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),0.00,0.00,DONE,02-03-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
T2020007334,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",0.00,0.00,DONE,02-03-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2020008205,CARN,Building Residential - New,CAA01R301,Single Family Residence,734113.08,8307.00,OPEN,02-06-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-18-2020
T2020008205,CARN,Building Residential - New,CAA01R301,Single Family Residence,734113.08,8307.00,OPEN,02-06-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,04-09-2020
T2020008224,CACA,Building Commercial - Addition,CAG03B000,Multi-Media Production,0.00,0.00,DONE,02-06-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-18-2020
T2020008700,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0.00,0.00,DONE,02-08-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
T2020008716,CACN,Building Commercial - New,CAF19A203,Restaurant (Full Service),1500000.00,0.00,DONE,02-10-2020,NULL,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,02-10-2020
