PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
T2018013037,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",10000,0,DONE,3/8/2018,NULL
T2018013213,CACN,Building Commercial - New,CAF04S001,"Automobile Repair, Storage Mod Hazard",0,0,DONE,3/9/2018,NULL
T2018013223,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),0,0,DONE,3/9/2018,NULL
T2018013225,CACN,Building Commercial - New,CAH10S001,"Warehouse, Storage S-1",0,0,DONE,3/9/2018,NULL
T2018013233,CART,Building Residential - Tenant Finish Out,CAA01R301,Single Family Residence,900000,0,DONE,3/9/2018,NULL
T2018013245,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/9/2018,NULL
T2018013257,CACN,Building Commercial - New,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",0,0,DONE,3/9/2018,NULL
T2018013279,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,55210,210,DONE,3/9/2018,NULL
T2018013296,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",15000,0,DONE,3/9/2018,NULL
T2018013300,CACN,Building Commercial - New,CAH02M005,"Distributive Bus/Wholesale, Wholesale St",10000,0,DONE,3/9/2018,NULL
T2018013306,CACN,Building Commercial - New,CAH02M005,"Distributive Bus/Wholesale, Wholesale St",10000,0,DONE,3/9/2018,NULL
T2018013360,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,25000,0,DONE,3/9/2018,NULL
T2018013420,CARN,Building Residential - New,CAA01R301,Single Family Residence,281625,2500,DONE,3/9/2018,NULL
T2018013565,CARN,Building Residential - New,CAA01R301,Single Family Residence,440424.06,4468,DONE,3/12/2018,NULL
T2018013585,CARN,Building Residential - New,CAA01R301,Single Family Residence,176635.2,1568,DONE,3/12/2018,NULL
T2018013677,CARN,Building Residential - New,CAA02R302,Duplex,0,0,DONE,3/12/2018,NULL
T2018013692,CARJ,Building Residential - Fire Damage,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0,0,DONE,3/12/2018,NULL
T2018013892,CARN,Building Residential - New,CAA01R301,Single Family Residence,119859.6,1064,DONE,3/13/2018,NULL
T2018013895,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,2000,0,DONE,3/13/2018,NULL
T2018014357,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0,0,DONE,3/14/2018,NULL
T2018014429,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,5000,0,DONE,3/15/2018,NULL
T2018014433,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0,0,DONE,3/15/2018,NULL
T2018014497,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/15/2018,NULL
T2018014646,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0,0,DONE,3/15/2018,NULL
T2018014792,CACN,Building Commercial - New,CAF21S001,"Self Service Storage, Storage Mod Hazard",0,0,DONE,3/16/2018,NULL
T2018014805,CACN,Building Commercial - New,CAF21S001,"Self Service Storage, Storage Mod Hazard",0,0,DONE,3/16/2018,NULL
T2018014856,CARN,Building Residential - New,CAA01R301,Single Family Residence,223724.6,2300,DONE,3/16/2018,NULL
T2018014872,CACF,Building Commercial - Foundation,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",765190.4,144736,DONE,3/16/2018,NULL
T2018014899,CACF,Building Commercial - Foundation,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",0,0,DONE,3/16/2018,NULL
T2018014931,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,55000,0,DONE,3/16/2018,NULL
T2018015010,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",0,0,DONE,3/19/2018,NULL
T2018015021,CACH,Building Commercial - Shell,CAF19A203,Restaurant (Full Service),670725,6775,DONE,3/19/2018,NULL
T2018015187,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",17852,400,DONE,3/19/2018,NULL
T2018015241,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0,0,DONE,3/19/2018,NULL
T2018015408,CACN,Building Commercial - New,CAH06H000,"Manufacturing, Light Hazardous (H1-H5)",0,0,DONE,3/20/2018,NULL
T2018015462,CACN,Building Commercial - New,CAF05M004,Automotive Service,0,0,DONE,3/20/2018,NULL
T2018015477,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",80785.5,1170,DONE,3/20/2018,NULL
T2018015553,CACN,Building Commercial - New,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0,0,DONE,3/20/2018,NULL
T2018015593,CACN,Building Commercial - New,CAD02B016,"General Office, Professional Services",0,0,DONE,3/20/2018,NULL
T2018015720,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",10546.2,372,DONE,3/21/2018,NULL
T2018015726,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",101633.4,1260,DONE,3/21/2018,NULL
T2018015818,CACA,Building Commercial - Addition,CAH10S001,"Warehouse, Storage S-1",65000,0,DONE,3/21/2018,NULL
T2018015831,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1,0,DONE,3/21/2018,NULL
T2018016044,CACF,Building Commercial - Foundation,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",1,0,DONE,3/22/2018,NULL
T2018016146,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/22/2018,NULL
T2018016187,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,DONE,3/22/2018,NULL
T2018016193,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",8568.96,192,DONE,3/22/2018,NULL
T2018016240,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",0,0,DONE,3/22/2018,NULL
T2018016350,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/23/2018,NULL
T2018016375,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),6000,0,DONE,3/23/2018,NULL
T2018016399,CARK,Building Residential - Roofing / Siding,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",0,0,DONE,3/23/2018,NULL
T2018016456,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0.01,0.01,DONE,3/23/2018,NULL
T2018016464,CACN,Building Commercial - New,CAB01I304,"Correctional Facility, Detention Centers",0,0,DONE,3/23/2018,NULL
T2018016464,CACN,Building Commercial - New,CAB01I304,"Correctional Facility, Detention Centers",0,3769,DONE,3/23/2018,NULL
T2018016489,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,67590,600,DONE,3/23/2018,NULL
T2018016605,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/23/2018,NULL
T2018016606,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/23/2018,NULL
T2018016665,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,0,0,DONE,3/26/2018,NULL
T2018016791,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),0,0,DONE,3/26/2018,NULL
T2018016863,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,65000,0,DONE,3/26/2018,NULL
T2018016911,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,DONE,3/27/2018,NULL
T2018017083,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",0,0,DONE,3/27/2018,NULL
T2018017364,CACT,Building Commercial - Tenant Finish Out,CAF18B004,"Personal Care Svcs, Barber/Beauty Shops",2000,0,DONE,3/28/2018,NULL
T2018017386,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,77728.5,690,DONE,3/28/2018,NULL
T2018017401,CARN,Building Residential - New,CAA01R301,Single Family Residence,231844.5,2326,DONE,3/28/2018,NULL
T2018017417,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",30437.66,682,DONE,3/28/2018,NULL
T2018017527,CACR,Building Commercial - Rehab,CAF18B004,"Personal Care Svcs, Barber/Beauty Shops",3000,0,DONE,3/29/2018,NULL
T2018017595,CARN,Building Residential - New,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0,0,DONE,3/29/2018,NULL
T2018017643,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/29/2018,NULL
T2018017665,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,0,0,DONE,3/29/2018,NULL
T2018017696,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,53396.1,474,DONE,3/29/2018,NULL
T2018017703,CACF,Building Commercial - Foundation,CAD02B016,"General Office, Professional Services",0,0,DONE,3/29/2018,NULL
T2018017772,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",65000,0,DONE,3/30/2018,NULL
T2018017793,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),0,0,DONE,3/30/2018,NULL
T2018017893,CARN,Building Residential - New,CAA01R301,Single Family Residence,243259.5,2250,DONE,3/30/2018,NULL
T2018017914,CARN,Building Residential - New,CAA01R301,Single Family Residence,243259.5,2250,DONE,3/30/2018,NULL
T2018017916,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),0,0,DONE,3/30/2018,NULL
T2018017924,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,3/30/2018,NULL
T2018017958,CARN,Building Residential - New,CAA01R301,Single Family Residence,337843.35,3307,DONE,3/30/2018,NULL
T2018018069,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",21199.25,475,DONE,4/2/2018,NULL
T2018018094,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",0,0,DONE,4/2/2018,NULL
T2018018180,CARN,Building Residential - New,CAA01R301,Single Family Residence,20457.87,361,DONE,4/2/2018,NULL
T2018018258,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",0,0,DONE,4/3/2018,NULL
T2018018296,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",28335,500,DONE,4/3/2018,NULL
T2018018303,CACR,Building Commercial - Rehab,CAH10S002,"Warehouse, Storage S-2",45000,0,DONE,4/3/2018,NULL
T2018018311,CACN,Building Commercial - New,CAD01B003,"Financial Institution, Banks",0,0,DONE,4/3/2018,NULL
T2018018320,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,65000,0,DONE,4/3/2018,NULL
T2018018341,CACN,Building Commercial - New,CAF27B005,Car Wash,0,0,DONE,4/3/2018,NULL
T2018018360,CACN,Building Commercial - New,CAA03R301,"Multifamily, Townhome",0,0,DONE,4/3/2018,NULL
T2018018374,CACR,Building Commercial - Rehab,CAL18A303,"Camp, Auditoriums",0,0,DONE,4/3/2018,NULL
T2018018383,CACN,Building Commercial - New,CAA03R301,"Multifamily, Townhome",0,0,DONE,4/3/2018,NULL
T2018018453,CACK,Building Commercial - Roofing / Siding,CAC02A314,"College / University, Lecture Halls",0,0,DONE,4/3/2018,NULL
T2018018457,CACK,Building Commercial - Roofing / Siding,CAC02B009,"College / University, Educational > 12Th",0,0,DONE,4/3/2018,NULL
T2018018532,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20850,3350,DONE,4/3/2018,NULL
T2018018555,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",5000,0,DONE,4/4/2018,NULL
T2018018628,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",80000,0,DONE,4/4/2018,NULL
T2018018635,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,300000,0,DONE,4/4/2018,NULL
T2018018640,CARN,Building Residential - New,CAA01R301,Single Family Residence,195447.75,1735,DONE,4/4/2018,NULL
T2018018646,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",0,0,DONE,4/4/2018,NULL
T2018018648,CARN,Building Residential - New,CAA01R301,Single Family Residence,195447.75,1735,DONE,4/4/2018,NULL
T2018018653,CARN,Building Residential - New,CAA01R301,Single Family Residence,195447.75,1735,DONE,4/4/2018,NULL
T2018018662,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,11000,0,DONE,4/4/2018,NULL
T2018018802,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,4/4/2018,NULL
T2018018855,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,4/5/2018,NULL
T2018018875,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",90000,0,DONE,4/5/2018,NULL
T2018019029,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",20886.84,468,DONE,4/5/2018,NULL
T2018019143,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",6453.37,289,DONE,4/6/2018,NULL
T2018019144,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",32555.85,289,DONE,4/6/2018,NULL
T2018019262,CACR,Building Commercial - Rehab,CAH10S002,"Warehouse, Storage S-2",0,0,DONE,4/6/2018,NULL
T2018019268,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",25855.2,912,DONE,4/6/2018,NULL
T2018019297,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,DONE,4/6/2018,NULL
T2018019426,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,35300,3300,DONE,4/9/2018,NULL
T2018019476,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",10711.2,240,DONE,4/9/2018,NULL
T2018019513,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,4/9/2018,NULL
T2018019556,CACN,Building Commercial - New,CAZ04A001,Mobile Food Vendors,1,0,DONE,4/9/2018,NULL
T2018019566,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,4/9/2018,NULL
T2018019606,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",0,0,DONE,4/9/2018,NULL
T2018019669,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",0,0,DONE,4/10/2018,NULL
T2018019753,CACT,Building Commercial - Tenant Finish Out,CAF18B011,"Personal Care Svcs,  Fitness Studio",1,0,DONE,4/10/2018,NULL
T2018019830,CARN,Building Residential - New,CAA01R301,Single Family Residence,381131.38,3870,DONE,4/10/2018,NULL
T2018019835,CARN,Building Residential - New,CAA01R301,Single Family Residence,381131.38,3870,DONE,4/10/2018,NULL
T2018019873,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",18701.1,330,DONE,4/10/2018,NULL
T2018019897,CACN,Building Commercial - New,CAB10A305,"Religious Institution, Worship Space",2433973.51,13437.01,DONE,4/10/2018,NULL
T2018019900,CACA,Building Commercial - Addition,CAF19A203,Restaurant (Full Service),0,0,DONE,4/10/2018,NULL
T2018019907,CACA,Building Commercial - Addition,CAF04S001,"Automobile Repair, Storage Mod Hazard",16147.6,280,DONE,4/10/2018,NULL
T2018019997,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",150000,0,DONE,4/11/2018,NULL
T2018020001,CACT,Building Commercial - Tenant Finish Out,CAF14R102,Hotel / Motel,0,0,DONE,4/11/2018,NULL
T2018020001,CACT,Building Commercial - Tenant Finish Out,CAF14R102,Hotel / Motel,0,0,DONE,4/11/2018,NULL
T2018020166,CARR,Building Residential - Rehab,CAA14U015,"Accessory Structure, Decks",0,0,DONE,4/11/2018,NULL
T2018020361,CARN,Building Residential - New,CAA01R301,Single Family Residence,0,0,DONE,4/12/2018,NULL
T2018020607,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",53000000,0,DONE,4/13/2018,NULL
T2018020657,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",15000,0,DONE,4/13/2018,NULL
T2018020671,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",0,0,DONE,4/13/2018,NULL
T2018020927,CACR,Building Commercial - Rehab,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",0,0,DONE,4/16/2018,NULL
T2018020966,CARN,Building Residential - New,CAA01R301,Single Family Residence,259965.13,2731,DONE,4/16/2018,NULL
T2018021066,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",25706.88,576,DONE,4/16/2018,NULL
T2018021080,CACN,Building Commercial - New,CAF03Z000,Automobile Parking - Surface Lot,0,0,DONE,4/16/2018,NULL
T2018021102,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,0,0,DONE,4/16/2018,NULL
T2018021112,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,85000,0,DONE,4/16/2018,NULL
T2018021257,CACN,Building Commercial - New,CAD02B016,"General Office, Professional Services",0,0,DONE,4/17/2018,NULL
T2018021261,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",32133.6,720,DONE,4/17/2018,NULL
T2018021367,CACA,Building Commercial - Addition,CAF30A203,Restaurant (Fast Food),1,0,DONE,4/17/2018,NULL
T2018021429,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",10711.2,240,DONE,4/17/2018,NULL
T2018021447,CACN,Building Commercial - New,CAB10A305,"Religious Institution, Worship Space",0,0,DONE,4/17/2018,NULL
T2018021504,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,278936.49,2037,DONE,4/17/2018,NULL
T2018021529,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",358000,0,DONE,4/18/2018,NULL
T2018021532,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",326000,0,DONE,4/18/2018,NULL
T2018021534,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",360000,0,DONE,4/18/2018,NULL
T2018021543,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",361000,0,DONE,4/18/2018,NULL
T2018021548,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",261000,0,DONE,4/18/2018,NULL
T2018021550,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",358000,0,DONE,4/18/2018,NULL
T2018021552,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",458000,0,DONE,4/18/2018,NULL
T2018021553,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",358000,0,DONE,4/18/2018,NULL
T2018021555,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",358000,0,DONE,4/18/2018,NULL
T2018021560,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",358000,0,DONE,4/18/2018,NULL
T2018021562,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,50090.66,1195,DONE,4/19/2018,NULL
T2018021563,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",293000,0,DONE,4/18/2018,NULL
T2018021565,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",293000,0,DONE,4/18/2018,NULL
T2018021572,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",293000,0,DONE,4/18/2018,NULL
T2018021573,CARN,Building Residential - New,CAA01R301,Single Family Residence,243774.6,2164,DONE,4/18/2018,NULL
T2018021574,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",326000,0,DONE,4/18/2018,NULL
